EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
-1.7306080328015743,-0.5414578729619038,0.8094272134003795,-0.17945860630763166,1.2361806063520164,1.052349776076768,0.8334263620882937,0.5965080881558242,0.10206085086936444,0.10300048764263729,1.1779779268469552,-0.5435693854904105,0.3796082512374021,-0.060955018401181046,1.1518236274088123,-0.6790819241676116,-0.6455734296954062,-0.8891109303095581,1.1858327517790719,-0.1579218546628964,-0.6882333671743448,-1.0644908834779592,0.5871438834650976,0.771213167001095,-0.7789813342053858,1.1216932752131479,-0.41733475467059855,0.0
-1.7277212804532815,1.1098877240076426,0.8094272134003795,-0.17945860630763166,1.2361806063520164,1.052349776076768,0.8334263620882937,0.5965080881558242,0.5914635323608224,1.0611445587369384,1.1779779268469552,-1.1870420227381264,0.3796082512374021,-0.060955018401181046,-1.5743861416061278,-0.2672050937399473,-0.6455734296954062,-0.8891109303095581,1.1858327517790719,1.2049420474980226,-0.6882333671743448,0.36595599241627497,0.03265333244874101,0.771213167001095,-0.37449081016970304,0.8349068833401794,-0.41733475467059855,0.0
-1.7248345281049886,0.3392597787551876,0.8094272134003795,-0.9431122501698945,-0.13228500953582467,1.052349776076768,0.8334263620882937,-0.8763513887721367,-0.509692500994958,1.0611445587369384,1.1779779268469552,-0.8900546517007191,-1.035080883808816,0.842082291245947,-1.5743861416061278,0.9684253975430456,1.5490104672861447,1.594053809112016,0.25576784842293704,1.2049420474980226,-0.6882333671743448,0.36595599241627497,2.065785352842048,2.465669926966882,-0.37449081016970304,2.2688388427050215,-0.41733475467059855,0.0
-1.7219477757566957,0.449349485219824,0.8094272134003795,-1.7067658940321573,-1.5007506254236658,-0.12675361448543696,-0.21865825237199707,0.5965080881558242,0.10206085086936444,1.0611445587369384,-0.6566405185993086,0.34739272762181167,-1.035080883808816,2.6481569105402034,1.1518236274088123,0.14467173668771702,-0.6455734296954062,-0.061389350502366734,-0.6742970549331979,1.6138012181462982,-0.6882333671743448,-1.0644908834779592,2.5278608120223454,0.4888037070067971,2.2546975960622357,0.5481204914672109,-0.41733475467059855,0.0
-1.719061023408403,2.541053908047916,0.8094272134003795,-0.17945860630763166,1.2361806063520164,1.052349776076768,0.8334263620882937,0.5965080881558242,0.8361648731065513,1.0611445587369384,-1.5739497413224406,0.8918695745237253,0.3796082512374021,-0.060955018401181046,-1.5743861416061278,2.2040558888260384,-0.6455734296954062,-0.33729654377143053,1.1858327517790719,-0.1579218546628964,-1.663298350184042,0.36595599241627497,-0.8914975859118532,-0.6408341329703943,0.02999971386597983,-0.5990250760246628,-0.41733475467059855,0.0
-1.71617427106011,-1.091906405285086,0.8094272134003795,-0.9431122501698945,-1.5007506254236658,-1.305857005047642,-1.2707428668322878,-0.8763513887721367,0.10206085086936444,-0.8551435834516637,1.1779779268469552,-1.6820209744671388,0.3796082512374021,0.842082291245947,-1.5743861416061278,-0.6790819241676116,-0.6455734296954062,1.594053809112016,0.25576784842293704,-0.2942082448789883,1.2618965988450495,-1.0644908834779592,0.4023136997929787,0.771213167001095,-0.37449081016970304,0.8349068833401794,-0.41733475467059855,0.0
-1.713287518711817,1.440156843401552,0.8094272134003795,-0.17945860630763166,-0.13228500953582467,1.052349776076768,1.0438432849803518,0.5965080881558242,-0.14264048987636452,1.0611445587369384,1.1779779268469552,-0.5930672806633117,0.3796082512374021,-0.9639923280483091,-0.665649551934481,1.7921790583983743,-0.6455734296954062,-0.061389350502366734,1.1858327517790719,-0.9756401959594477,-0.6882333671743448,0.36595599241627497,-0.8914975859118532,-0.6408341329703943,0.02999971386597983,-0.5990250760246628,-0.41733475467059855,0.0
-1.7104007663635243,-0.9818166988204496,-1.2354415362426843,-0.9431122501698945,1.2361806063520164,-1.305857005047642,-1.2707428668322878,0.5965080881558242,-0.9990951824864159,-0.8551435834516637,-1.5739497413224406,0.0504053565844043,-2.449770018855034,-0.9639923280483091,-0.665649551934481,1.7921790583983743,1.5490104672861447,-0.6132037370404942,1.1858327517790719,-0.1579218546628964,1.2618965988450495,0.36595599241627497,0.03265333244874101,0.771213167001095,0.4344902379016627,0.8349068833401794,2.396157973445796,0.0
-1.7075140140152314,-0.10109904710335814,-1.2354415362426843,-0.9431122501698945,-0.13228500953582467,-1.305857005047642,-1.2707428668322878,-2.3492108657000976,-0.14264048987636452,0.10300048764263729,-1.5739497413224406,-0.14758622410720063,1.7942973862836202,0.842082291245947,-1.5743861416061278,2.409994304039871,-0.6455734296954062,-0.33729654377143053,-1.604361958289333,-0.1579218546628964,-0.6882333671743448,0.36595599241627497,0.21748351612085987,0.771213167001095,-0.7789813342053858,0.2613340995942425,-0.41733475467059855,0.0
-1.7046272616669385,0.11908036582591472,-1.2354415362426843,-0.9431122501698945,1.2361806063520164,-1.305857005047642,-1.2707428668322878,0.5965080881558242,-0.9990951824864159,0.10300048764263729,0.26066870412382337,0.7433758890050216,0.3796082512374021,0.842082291245947,0.24308703773716553,0.5565485671153813,1.5490104672861447,-0.33729654377143053,1.1858327517790719,-0.1579218546628964,1.2618965988450495,1.796402868310509,-1.0763277695839721,-1.20565305295899,-0.7789813342053858,-1.1725978597705997,-0.41733475467059855,0.0
-1.7017405093186457,0.7796186046137333,0.8094272134003795,0.5841950375546311,1.2361806063520164,-1.305857005047642,-1.2707428668322878,-2.3492108657000976,1.814970236089467,0.10300048764263729,-1.5739497413224406,-0.8405567565278179,-2.449770018855034,-0.9639923280483091,0.24308703773716553,-0.2672050937399473,-0.6455734296954062,-0.33729654377143053,0.25576784842293704,-0.2942082448789883,1.7494290903498981,0.36595599241627497,-0.3370070348954967,-0.6408341329703943,-0.37449081016970304,-0.025452292278725978,-0.41733475467059855,0.0
